SVI Theme: Minority Status & Language; Overall Minority Status & Language (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Minority Status & Language-2018-Percentile
28089,Madison County,Mississippi,8.3,0.7959
29009,Barry County,Missouri,8.3,0.6886
29049,Clinton County,Missouri,8.3,0.1433
29083,Henry County,Missouri,8.3,0.1923
29093,Iron County,Missouri,8.3,0.0519
29159,Pettis County,Missouri,8.3,0.6721
29163,Pike County,Missouri,8.3,0.3645
36001,Albany County,New York,8.3,0.7564
36027,Dutchess County,New York,8.3,0.7771
36103,Suffolk County,New York,8.3,0.8545
37003,Alexander County,North Carolina,8.3,0.5807
37079,Greene County,North Carolina,8.3,0.9417
37089,Henderson County,North Carolina,8.3,0.7144
37111,Mcdowell County,North Carolina,8.3,0.5365
37185,Warren County,North Carolina,8.3,0.781
38005,Benson County,North Dakota,8.3,0.6393
38021,Dickey County,North Dakota,8.3,0.1515
38031,Foster County,North Dakota,8.3,0.0544
38037,Grant County,North Dakota,8.3,0.0538
38099,Walsh County,North Dakota,8.3,0.5479
39103,Medina County,Ohio,8.3,0.1821
40039,Custer County,Oklahoma,8.3,0.8354
40047,Garfield County,Oklahoma,8.3,0.7931
40055,Greer County,Oklahoma,8.3,0.2996
40103,Noble County,Oklahoma,8.3,0.29
41029,Jackson County,Oregon,8.3,0.6765
42003,Allegheny County,Pennsylvania,8.3,0.5648
42129,Westmoreland County,Pennsylvania,8.3,0.1859
46009,Bon Homme County,South Dakota,8.3,0.3493
46023,Charles Mix County,South Dakota,8.3,0.3773
46027,Clay County,South Dakota,8.3,0.3731
46083,Lincoln County,South Dakota,8.3,0.3028
47037,Davidson County,Tennessee,8.3,0.9233
47061,Grundy County,Tennessee,8.3,0.3066
47159,Smith County,Tennessee,8.3,0.0876
47183,Weakley County,Tennessee,8.3,0.347
48015,Austin County,Texas,8.3,0.8991
48179,Gray County,Texas,8.3,0.8733
48217,Hill County,Texas,8.3,0.8192
48503,Young County,Texas,8.3,0.6749
51540,Charlottesville City,Virginia,8.3,0.8424
51630,Fredericksburg City,Virginia,8.3,0.8924
53075,Whitman County,Washington,8.3,0.6893
54027,Hampshire County,West Virginia,8.3,0.0812
55115,Shawano County,Wisconsin,8.3,0.3075
56013,Fremont County,Wyoming,8.3,0.4158
01003,Baldwin County,Alabama,8.4,0.4358
02275,Wrangell City and Borough,Alaska,8.4,0.6778
05023,Cleburne County,Arkansas,8.4,0.0417
13037,Calhoun County,Georgia,8.4,0.8704
13067,Cobb County,Georgia,8.4,0.9217
13121,Fulton County,Georgia,8.4,0.8968
13163,Jefferson County,Georgia,8.4,0.7415
13259,Stewart County,Georgia,8.4,0.9908
13265,Taliaferro County,Georgia,8.4,0.4884
15005,Kalawao County,Hawaii,8.4,0.9421
16065,Madison County,Idaho,8.4,0.3263
17019,Champaign County,Illinois,8.4,0.7902
17055,Franklin County,Illinois,8.4,0.0408
17095,Knox County,Illinois,8.4,0.4358
18171,Warren County,Indiana,8.4,0.0729
19029,Cass County,Iowa,8.4,0.2999
19073,Greene County,Iowa,8.4,0.2614
19133,Monona County,Iowa,8.4,0.0729
19153,Polk County,Iowa,8.4,0.7666
20059,Franklin County,Kansas,8.4,0.2884
20095,Kingman County,Kansas,8.4,0.1484
20113,Mcpherson County,Kansas,8.4,0.1468
20145,Pawnee County,Kansas,8.4,0.4212
20181,Sherman County,Kansas,8.4,0.3044
21065,Estill County,Kentucky,8.4,0.0073
21091,Hancock County,Kentucky,8.4,0.2811
21189,Owsley County,Kentucky,8.4,0.0051
22021,Caldwell Parish,Louisiana,8.4,0.6855
23011,Kennebec County,Maine,8.4,0.1999
23017,Oxford County,Maine,8.4,0.0933
23029,Washington County,Maine,8.4,0.341
26015,Barry County,Michigan,8.4,0.1697
26017,Bay County,Michigan,8.4,0.2671
26045,Eaton County,Michigan,8.4,0.5855
26063,Huron County,Michigan,8.4,0.1334
26065,Ingham County,Michigan,8.4,0.7571
26079,Kalkaska County,Michigan,8.4,0.1261
26123,Newaygo County,Michigan,8.4,0.4132
26157,Tuscola County,Michigan,8.4,0.1971
27009,Benton County,Minnesota,8.4,0.3247
27079,Le Sueur County,Minnesota,8.4,0.4712
27125,Red Lake County,Minnesota,8.4,0.1843
28125,Sharkey County,Mississippi,8.4,0.4982
28155,Webster County,Mississippi,8.4,0.3126
29029,Camden County,Missouri,8.4,0.2089
29187,St. Francois County,Missouri,8.4,0.2353
29215,Texas County,Missouri,8.4,0.2483
29229,Wright County,Missouri,8.4,0.3114
30047,Lake County,Montana,8.4,0.5702
31093,Howard County,Nebraska,8.4,0.2044
31115,Loup County,Nebraska,8.4,0.0048
31141,Platte County,Nebraska,8.4,0.8032
34029,Ocean County,New Jersey,8.4,0.6208
36053,Madison County,New York,8.4,0.2057
37099,Jackson County,North Carolina,8.4,0.6409
37105,Lee County,North Carolina,8.4,0.9156
38029,Emmons County,North Dakota,8.4,0.043
39011,Auglaize County,Ohio,8.4,0.0812
39133,Portage County,Ohio,8.4,0.3773
40107,Okfuskee County,Oklahoma,8.4,0.5606
41067,Washington County,Oregon,8.4,0.8666
42059,Greene County,Pennsylvania,8.4,0.1484
42063,Indiana County,Pennsylvania,8.4,0.3766
42131,Wyoming County,Pennsylvania,8.4,0.0458
46095,Mellette County,South Dakota,8.4,0.5998
46129,Walworth County,South Dakota,8.4,0.5084
47141,Putnam County,Tennessee,8.4,0.5689
47145,Roane County,Tennessee,8.4,0.2127
48241,Jasper County,Texas,8.4,0.5718
48427,Starr County,Texas,8.4,1
50003,Bennington County,Vermont,8.4,0.0837
51037,Charlotte County,Virginia,8.4,0.3849
51520,Bristol City,Virginia,8.4,0.2665
51775,Salem City,Virginia,8.4,0.4416
53047,Okanogan County,Washington,8.4,0.8889
53059,Skamania County,Washington,8.4,0.3715
54013,Calhoun County,West Virginia,8.4,0.0089
54021,Gilmer County,West Virginia,8.4,0.6597
54069,Ohio County,West Virginia,8.4,0.1843
55029,Door County,Wisconsin,8.4,0.2528
55049,Iowa County,Wisconsin,8.4,0.1716
55095,Polk County,Wisconsin,8.4,0.1414
56025,Natrona County,Wyoming,8.4,0.4438
56041,Uinta County,Wyoming,8.4,0.439
02164,Lake and Peninsula Borough,Alaska,8.5,0.6301
05025,Cleveland County,Arkansas,8.5,0.383
05081,Little River County,Arkansas,8.5,0.3505
05147,Woodruff County,Arkansas,8.5,0.3346
08089,Otero County,Colorado,8.5,0.8863
12011,Broward County,Florida,8.5,0.972
12129,Wakulla County,Florida,8.5,0.3445
13055,Chattooga County,Georgia,8.5,0.6313
13155,Irwin County,Georgia,8.5,0.6154
13157,Jackson County,Georgia,8.5,0.6784
13167,Johnson County,Georgia,8.5,0.4183
13237,Putnam County,Georgia,8.5,0.7574
13321,Worth County,Georgia,8.5,0.5536
16003,Adams County,Idaho,8.5,0.1328
16015,Boise County,Idaho,8.5,0.1203
18009,Blackford County,Indiana,8.5,0.043
18065,Henry County,Indiana,8.5,0.1057
19001,Adair County,Iowa,8.5,0.0341
19023,Butler County,Iowa,8.5,0.0605
19169,Story County,Iowa,8.5,0.5979
19193,Woodbury County,Iowa,8.5,0.823
20203,Wichita County,Kansas,8.5,0.8707
21007,Ballard County,Kentucky,8.5,0.0917
21099,Hart County,Kentucky,8.5,0.2006
21105,Hickman County,Kentucky,8.5,0.2728
22003,Allen Parish,Louisiana,8.5,0.7599
22025,Catahoula Parish,Louisiana,8.5,0.3938
22123,West Carroll Parish,Louisiana,8.5,0.305
26073,Isabella County,Michigan,8.5,0.4712
26115,Monroe County,Michigan,8.5,0.2455
27013,Blue Earth County,Minnesota,8.5,0.4247
27015,Brown County,Minnesota,8.5,0.2674
27017,Carlton County,Minnesota,8.5,0.2152
27135,Roseau County,Minnesota,8.5,0.3843
29115,Linn County,Missouri,8.5,0.0675
30013,Cascade County,Montana,8.5,0.2875
30089,Sanders County,Montana,8.5,0.2254
31023,Butler County,Nebraska,8.5,0.3763
31025,Cass County,Nebraska,8.5,0.1385
31153,Sarpy County,Nebraska,8.5,0.6001
32019,Lyon County,Nevada,8.5,0.7361
33011,Hillsborough County,New Hampshire,8.5,0.6492
34009,Cape May County,New Jersey,8.5,0.5798
36041,Hamilton County,New York,8.5,0.4024
36071,Orange County,New York,8.5,0.8777
38001,Adams County,North Dakota,8.5,0.1203
38103,Wells County,North Dakota,8.5,0.0051
39021,Champaign County,Ohio,8.5,0.2012
39121,Noble County,Ohio,8.5,0.1815
40043,Dewey County,Oklahoma,8.5,0.5708
40067,Jefferson County,Oklahoma,8.5,0.5692
40135,Sequoyah County,Oklahoma,8.5,0.6485
40149,Washita County,Oklahoma,8.5,0.5202
41043,Linn County,Oregon,8.5,0.5817
42057,Fulton County,Pennsylvania,8.5,0.0162
42079,Luzerne County,Pennsylvania,8.5,0.7058
46029,Codington County,South Dakota,8.5,0.2117
46065,Hughes County,South Dakota,8.5,0.5692
47023,Chester County,Tennessee,8.5,0.3254
47153,Sequatchie County,Tennessee,8.5,0.2311
48231,Hunt County,Texas,8.5,0.7736
48259,Kendall County,Texas,8.5,0.7685
48491,Williamson County,Texas,8.5,0.8765
51113,Madison County,Virginia,8.5,0.3795
51595,Emporia City,Virginia,8.5,0.6297
51620,Franklin City,Virginia,8.5,0.5164
51830,Williamsburg City,Virginia,8.5,0.4782
53063,Spokane County,Washington,8.5,0.5715
53067,Thurston County,Washington,8.5,0.6925
54095,Tyler County,West Virginia,8.5,0.0201
56001,Albany County,Wyoming,8.5,0.5011
01027,Clay County,Alabama,8.6,0.4247
02240,Southeast Fairbanks Census Area,Alaska,8.6,0.8103
05113,Polk County,Arkansas,8.6,0.5196
05137,Stone County,Arkansas,8.6,0.0751
08083,Montezuma County,Colorado,8.6,0.5536
13015,Bartow County,Georgia,8.6,0.7151
13017,Ben Hill County,Georgia,8.6,0.7186
13141,Hancock County,Georgia,8.6,0.5864
13289,Twiggs County,Georgia,8.6,0.4199
17201,Winnebago County,Illinois,8.6,0.7982
18045,Fountain County,Indiana,8.6,0.2101
18077,Jefferson County,Indiana,8.6,0.2165
18099,Marshall County,Indiana,8.6,0.6358
18113,Noble County,Indiana,8.6,0.6278
19019,Buchanan County,Iowa,8.6,0.0357
19135,Monroe County,Iowa,8.6,0.1484
19173,Taylor County,Iowa,8.6,0.6148
19181,Warren County,Iowa,8.6,0.1216
19195,Worth County,Iowa,8.6,0.1665
20073,Greenwood County,Kansas,8.6,0.1382
20141,Osborne County,Kansas,8.6,0.0471
20159,Rice County,Kansas,8.6,0.5571
21035,Calloway County,Kentucky,8.6,0.3391
21217,Taylor County,Kentucky,8.6,0.1917
22035,East Carroll Parish,Louisiana,8.6,0.532
22085,Sabine Parish,Louisiana,8.6,0.4804
22093,St. James Parish,Louisiana,8.6,0.4893
23027,Waldo County,Maine,8.6,0.049
24021,Frederick County,Maryland,8.6,0.766
26101,Manistee County,Michigan,8.6,0.2795
26105,Mason County,Michigan,8.6,0.2426
27029,Clearwater County,Minnesota,8.6,0.411
27155,Traverse County,Minnesota,8.6,0.3375
28053,Humphreys County,Mississippi,8.6,0.5431
29071,Franklin County,Missouri,8.6,0.1016
29189,St. Louis County,Missouri,8.6,0.7431
29221,Washington County,Missouri,8.6,0.0885
36075,Oswego County,New York,8.6,0.1751
38059,Morton County,North Dakota,8.6,0.4196
39031,Coshocton County,Ohio,8.6,0.2241
39085,Lake County,Ohio,8.6,0.518
40069,Johnston County,Oklahoma,8.6,0.5078
40131,Rogers County,Oklahoma,8.6,0.5899
42009,Bedford County,Pennsylvania,8.6,0.0984
42035,Clinton County,Pennsylvania,8.6,0.2461
42037,Columbia County,Pennsylvania,8.6,0.2416
42073,Lawrence County,Pennsylvania,8.6,0.2983
42081,Lycoming County,Pennsylvania,8.6,0.2623
46085,Lyman County,South Dakota,8.6,0.4572
46111,Sanborn County,South Dakota,8.6,0.3015
47087,Jackson County,Tennessee,8.6,0.0544
48009,Archer County,Texas,8.6,0.4769
48037,Bowie County,Texas,8.6,0.7475
48077,Clay County,Texas,8.6,0.5282
48309,Mclennan County,Texas,8.6,0.9179
51007,Amelia County,Virginia,8.6,0.5801
51165,Rockingham County,Virginia,8.6,0.5833
51820,Waynesboro City,Virginia,8.6,0.6587
53023,Garfield County,Washington,8.6,0.2334
53025,Grant County,Washington,8.6,0.951
53061,Snohomish County,Washington,8.6,0.8367
54105,Wirt County,West Virginia,8.6,0.0092
55005,Barron County,Wisconsin,8.6,0.2974
55009,Brown County,Wisconsin,8.6,0.7297
55053,Jackson County,Wisconsin,8.6,0.4292
55101,Racine County,Wisconsin,8.6,0.7109
05125,Saline County,Arkansas,8.7,0.5524
08023,Costilla County,Colorado,8.7,0.9787
09003,Hartford County,Connecticut,8.7,0.8905
11001,District Of Columbia,District of Columbia,8.7,0.9223
12035,Flagler County,Florida,8.7,0.7784
12117,Seminole County,Florida,8.7,0.8653
13235,Pulaski County,Georgia,8.7,0.3948
13257,Stephens County,Georgia,8.7,0.5291
13269,Taylor County,Georgia,8.7,0.4957
16029,Caribou County,Idaho,8.7,0.4425
16067,Minidoka County,Idaho,8.7,0.9188
17197,Will County,Illinois,8.7,0.8609
18047,Franklin County,Indiana,8.7,0.12
18169,Wabash County,Indiana,8.7,0.1633
19053,Decatur County,Iowa,8.7,0.3085
19155,Pottawattamie County,Iowa,8.7,0.5521
20035,Cowley County,Kansas,8.7,0.6699
20127,Morris County,Kansas,8.7,0.3607
21215,Spencer County,Kentucky,8.7,0.1665
24029,Kent County,Maryland,8.7,0.6807
26037,Clinton County,Michigan,8.7,0.3349
26053,Gogebic County,Michigan,8.7,0.2334
26057,Gratiot County,Michigan,8.7,0.3569
26081,Kent County,Michigan,8.7,0.7988
26141,Presque Isle County,Michigan,8.7,0.2579
27165,Watonwan County,Minnesota,8.7,0.8593
28037,Franklin County,Mississippi,8.7,0.4155
28163,Yazoo County,Mississippi,8.7,0.9351
29013,Bates County,Missouri,8.7,0.0837
29043,Christian County,Missouri,8.7,0.2359
30027,Fergus County,Montana,8.7,0.0885
30093,Silver Bow County,Montana,8.7,0.2986
30105,Valley County,Montana,8.7,0.2639
31059,Fillmore County,Nebraska,8.7,0.2627
31139,Pierce County,Nebraska,8.7,0.1732
31155,Saunders County,Nebraska,8.7,0.2365
32001,Churchill County,Nevada,8.7,0.8188
36095,Schoharie County,New York,8.7,0.2388
37071,Gaston County,North Carolina,8.7,0.6823
37139,Pasquotank County,North Carolina,8.7,0.7272
37183,Wake County,North Carolina,8.7,0.8596
39041,Delaware County,Ohio,8.7,0.4655
39045,Fairfield County,Ohio,8.7,0.4476
39125,Paulding County,Ohio,8.7,0.2951
40051,Grady County,Oklahoma,8.7,0.5116
40093,Major County,Oklahoma,8.7,0.6151
41031,Jefferson County,Oregon,8.7,0.8389
41045,Malheur County,Oregon,8.7,0.9029
46077,Kingsbury County,South Dakota,8.7,0.028
48073,Cherokee County,Texas,8.7,0.9115
48257,Kaufman County,Texas,8.7,0.8523
48331,Milam County,Texas,8.7,0.8252
49011,Davis County,Utah,8.7,0.5323
51057,Essex County,Virginia,8.7,0.7272
51093,Isle Of Wight County,Virginia,8.7,0.624
51097,King And Queen County,Virginia,8.7,0.6523
51183,Sussex County,Virginia,8.7,0.7533
53013,Columbia County,Washington,8.7,0.6243
55111,Sauk County,Wisconsin,8.7,0.4027
01117,Shelby County,Alabama,8.8,0.6877
02020,Anchorage Municipality,Alaska,8.8,0.8634
02130,Ketchikan Gateway Borough,Alaska,8.8,0.7459
04011,Greenlee County,Arizona,8.8,0.915
05011,Bradley County,Arkansas,8.8,0.8943
05041,Desha County,Arkansas,8.8,0.9124
05047,Franklin County,Arkansas,8.8,0.2677
06067,Sacramento County,California,8.8,0.9535
09009,New Haven County,Connecticut,8.8,0.8676
12037,Franklin County,Florida,8.8,0.6186
13013,Barrow County,Georgia,8.8,0.7962
13079,Crawford County,Georgia,8.8,0.3056
13103,Effingham County,Georgia,8.8,0.5377
13105,Elbert County,Georgia,8.8,0.7982
13173,Lanier County,Georgia,8.8,0.3817
13181,Lincoln County,Georgia,8.8,0.4912
13189,Mcduffie County,Georgia,8.8,0.7036
13303,Washington County,Georgia,8.8,0.738
16045,Gem County,Idaho,8.8,0.5294
16069,Nez Perce County,Idaho,8.8,0.347
17195,Whiteside County,Illinois,8.8,0.5457
18011,Boone County,Indiana,8.8,0.4046
18165,Vermillion County,Indiana,8.8,0.0627
19007,Appanoose County,Iowa,8.8,0.1305
19095,Iowa County,Iowa,8.8,0.1334
20087,Jefferson County,Kansas,8.8,0.1057
20169,Saline County,Kansas,8.8,0.6855
21031,Butler County,Kentucky,8.8,0.4311
21155,Marion County,Kentucky,8.8,0.3731
21175,Morgan County,Kentucky,8.8,0.0876
21197,Powell County,Kentucky,8.8,0.0398
22013,Bienville Parish,Louisiana,8.8,0.5565
22107,Tensas Parish,Louisiana,8.8,0.5059
26033,Chippewa County,Michigan,8.8,0.5435
26035,Clare County,Michigan,8.8,0.2614
27007,Beltrami County,Minnesota,8.8,0.4015
27167,Wilkin County,Minnesota,8.8,0.0716
28145,Union County,Mississippi,8.8,0.6374
29183,St. Charles County,Missouri,8.8,0.3801
29219,Warren County,Missouri,8.8,0.2728
30051,Liberty County,Montana,8.8,0.3381
31019,Buffalo County,Nebraska,8.8,0.5915
34017,Hudson County,New Jersey,8.8,0.9914
34031,Passaic County,New Jersey,8.8,0.9729
35053,Socorro County,New Mexico,8.8,0.9529
36007,Broome County,New York,8.8,0.6116
36039,Greene County,New York,8.8,0.517
36083,Rensselaer County,New York,8.8,0.5183
37001,Alamance County,North Carolina,8.8,0.8606
37035,Catawba County,North Carolina,8.8,0.7857
37095,Hyde County,North Carolina,8.8,0.8625
37141,Pender County,North Carolina,8.8,0.695
37149,Polk County,North Carolina,8.8,0.4623
38081,Sargent County,North Dakota,8.8,0.0961
40035,Craig County,Oklahoma,8.8,0.6141
40081,Lincoln County,Oklahoma,8.8,0.3636
40083,Logan County,Oklahoma,8.8,0.4868
41033,Josephine County,Oregon,8.8,0.3448
42015,Bradford County,Pennsylvania,8.8,0.1172
42071,Lancaster County,Pennsylvania,8.8,0.7055
44003,Kent County,Rhode Island,8.8,0.5008
46109,Roberts County,South Dakota,8.8,0.6558
47139,Polk County,Tennessee,8.8,0.0646
47185,White County,Tennessee,8.8,0.1086
48187,Guadalupe County,Texas,8.8,0.8997
49057,Weber County,Utah,8.8,0.7631
51033,Caroline County,Virginia,8.8,0.5852
51103,Lancaster County,Virginia,8.8,0.5167
51109,Louisa County,Virginia,8.8,0.5976
51147,Prince Edward County,Virginia,8.8,0.8427
51153,Prince William County,Virginia,8.8,0.9542
51187,Warren County,Virginia,8.8,0.4142
54085,Ritchie County,West Virginia,8.8,0.0465
05105,Perry County,Arkansas,8.9,0.1041
06007,Butte County,California,8.9,0.7953
12095,Orange County,Florida,8.9,0.9637
13057,Cherokee County,Georgia,8.9,0.7494
13061,Clay County,Georgia,8.9,0.4922
13099,Early County,Georgia,8.9,0.4486
13183,Long County,Georgia,8.9,0.8612
13195,Madison County,Georgia,8.9,0.6259
13199,Meriwether County,Georgia,8.9,0.454
13207,Monroe County,Georgia,8.9,0.5632
13225,Peach County,Georgia,8.9,0.8774
13301,Warren County,Georgia,8.9,0.6905
15001,Hawaii County,Hawaii,8.9,0.9389
17001,Adams County,Illinois,8.9,0.1936
17119,Madison County,Illinois,8.9,0.3712
17143,Peoria County,Illinois,8.9,0.7287
18031,Decatur County,Indiana,8.9,0.1493
18061,Harrison County,Indiana,8.9,0.0933
18081,Johnson County,Indiana,8.9,0.3773
19045,Clinton County,Iowa,8.9,0.2034
19147,Palo Alto County,Iowa,8.9,0.4225
20047,Edwards County,Kansas,8.9,0.8169
20137,Norton County,Kansas,8.9,0.497
20149,Pottawatomie County,Kansas,8.9,0.4002
21085,Grayson County,Kentucky,8.9,0.1016
21137,Lincoln County,Kentucky,8.9,0.1751
21203,Rockcastle County,Kentucky,8.9,0.0232
22067,Morehouse Parish,Louisiana,8.9,0.4862
27087,Mahnomen County,Minnesota,8.9,0.4928
27115,Pine County,Minnesota,8.9,0.3101
27143,Sibley County,Minnesota,8.9,0.6342
28131,Stone County,Mississippi,8.9,0.3301
29087,Holt County,Missouri,8.9,0.0162
29097,Jasper County,Missouri,8.9,0.6281
31185,York County,Nebraska,8.9,0.4489
37013,Beaufort County,North Carolina,8.9,0.717
37151,Randolph County,North Carolina,8.9,0.7625
37193,Wilkes County,North Carolina,8.9,0.5584
38025,Dunn County,North Dakota,8.9,0.6434
39157,Tuscarawas County,Ohio,8.9,0.3321
40111,Okmulgee County,Oklahoma,8.9,0.419
41019,Douglas County,Oregon,8.9,0.3664
42055,Franklin County,Pennsylvania,8.9,0.4925
47017,Carroll County,Tennessee,8.9,0.2607
47035,Cumberland County,Tennessee,8.9,0.2932
47039,Decatur County,Tennessee,8.9,0.1111
47041,Dekalb County,Tennessee,8.9,0.212
47079,Henry County,Tennessee,8.9,0.3031
47181,Wayne County,Tennessee,8.9,0.1837
48291,Liberty County,Texas,8.9,0.8755
51035,Carroll County,Virginia,8.9,0.3321
53011,Clark County,Washington,8.9,0.7482
53039,Klickitat County,Washington,8.9,0.7437
53045,Mason County,Washington,8.9,0.7332
54075,Pocahontas County,West Virginia,8.9,0.0041
54101,Webster County,West Virginia,8.9,0.0003
02282,Yakutat City and Borough,Alaska,9,0.7663
04007,Gila County,Arizona,9,0.8093
05053,Grant County,Arkansas,9,0.1277
05065,Izard County,Arkansas,9,0.1184
05087,Madison County,Arkansas,9,0.5256
12099,Palm Beach County,Florida,9,0.9379
13001,Appling County,Georgia,9,0.8153
13129,Gordon County,Georgia,9,0.815
13205,Mitchell County,Georgia,9,0.8497
13231,Pike County,Georgia,9,0.2324
17031,Cook County,Illinois,9,0.9618
18103,Miami County,Indiana,9,0.283
18137,Ripley County,Indiana,9,0.2044
19065,Fayette County,Iowa,9,0.2592
19127,Marshall County,Iowa,9,0.8711
20015,Butler County,Kansas,9,0.3168
21045,Casey County,Kentucky,9,0.1958
21053,Clinton County,Kentucky,9,0.0382
21129,Lee County,Kentucky,9,0.0341
21169,Metcalfe County,Kentucky,9,0.1455
21221,Trigg County,Kentucky,9,0.2939
22041,Franklin Parish,Louisiana,9,0.4448
22053,Jefferson Davis Parish,Louisiana,9,0.3098
22059,Lasalle Parish,Louisiana,9,0.5266
27061,Itasca County,Minnesota,9,0.192
27065,Kanabec County,Minnesota,9,0.0675
27069,Kittson County,Minnesota,9,0.022
28069,Kemper County,Mississippi,9,0.4858
29041,Chariton County,Missouri,9,0.0337
29047,Clay County,Missouri,9,0.5826
29101,Johnson County,Missouri,9,0.3206
29123,Madison County,Missouri,9,0.0793
29127,Marion County,Missouri,9,0.1837
29165,Platte County,Missouri,9,0.5638
29195,Saline County,Missouri,9,0.7545
30041,Hill County,Montana,9,0.3754
31067,Gage County,Nebraska,9,0.1159
31081,Hamilton County,Nebraska,9,0.0675
31127,Nemaha County,Nebraska,9,0.1821
31161,Sheridan County,Nebraska,9,0.49
36011,Cayuga County,New York,9,0.3327
37197,Yadkin County,North Carolina,9,0.6995
39019,Carroll County,Ohio,9,0.07
39039,Defiance County,Ohio,9,0.3894
39063,Hancock County,Ohio,9,0.348
39083,Knox County,Ohio,9,0.2044
39165,Warren County,Ohio,9,0.4218
40011,Blaine County,Oklahoma,9,0.8294
40073,Kingfisher County,Oklahoma,9,0.7768
42047,Elk County,Pennsylvania,9,0.0567
42051,Fayette County,Pennsylvania,9,0.2353
45017,Calhoun County,South Carolina,9,0.56
47001,Anderson County,Tennessee,9,0.4578
47007,Bledsoe County,Tennessee,9,0.5769
51027,Buchanan County,Virginia,9,0.1016
51073,Gloucester County,Virginia,9,0.2553
51191,Washington County,Virginia,9,0.0965
51197,Wythe County,Virginia,9,0.1006
53003,Asotin County,Washington,9,0.256
53071,Walla Walla County,Washington,9,0.8411
54037,Jefferson County,West Virginia,9,0.4706
01079,Lawrence County,Alabama,9.1,0.3725
02060,Bristol Bay Borough,Alaska,9.1,0.4257
05005,Baxter County,Arkansas,9.1,0.0729
05007,Benton County,Arkansas,9.1,0.8087
05141,Van Buren County,Arkansas,9.1,0.1086
06037,Los Angeles County,California,9.1,0.9933
08101,Pueblo County,Colorado,9.1,0.7606
12101,Pasco County,Florida,9.1,0.7361
13019,Berrien County,Georgia,9.1,0.5094
16035,Clearwater County,Idaho,9.1,0.1309
17093,Kendall County,Illinois,9.1,0.8239
18107,Montgomery County,Indiana,9.1,0.4826
18125,Pike County,Indiana,9.1,0.0334
18135,Randolph County,Indiana,9.1,0.3521
18183,Whitley County,Indiana,9.1,0.0544
19011,Benton County,Iowa,9.1,0.1051
19069,Franklin County,Iowa,9.1,0.5336
19119,Lyon County,Iowa,9.1,0.2537
19163,Scott County,Iowa,9.1,0.6202
20097,Kiowa County,Kansas,9.1,0.3228
20107,Linn County,Kansas,9.1,0.0716
21051,Clay County,Kentucky,9.1,0.1726
21121,Knox County,Kentucky,9.1,0.0408
22037,East Feliciana Parish,Louisiana,9.1,0.6043
22089,St. Charles Parish,Louisiana,9.1,0.6584
23025,Somerset County,Maine,9.1,0.1579
24003,Anne Arundel County,Maryland,9.1,0.7549
26031,Cheboygan County,Michigan,9.1,0.1843
27081,Lincoln County,Minnesota,9.1,0.0146
27089,Marshall County,Minnesota,9.1,0.3216
28143,Tunica County,Mississippi,9.1,0.8803
28157,Wilkinson County,Mississippi,9.1,0.5339
29005,Atchison County,Missouri,9.1,0.0293
29117,Livingston County,Missouri,9.1,0.1277
29213,Taney County,Missouri,9.1,0.4422
31131,Otoe County,Nebraska,9.1,0.545
32510,Carson City,Nevada,9.1,0.843
35035,Otero County,New Mexico,9.1,0.943
37077,Granville County,North Carolina,9.1,0.809
37147,Pitt County,North Carolina,9.1,0.808
38071,Ramsey County,North Dakota,9.1,0.2302
38077,Richland County,North Dakota,9.1,0.2407
38101,Ward County,North Dakota,9.1,0.4311
39037,Darke County,Ohio,9.1,0.0382
39161,Van Wert County,Ohio,9.1,0.2209
42039,Crawford County,Pennsylvania,9.1,0.1493
42061,Huntingdon County,Pennsylvania,9.1,0.2923
42087,Mifflin County,Pennsylvania,9.1,0.191
42089,Monroe County,Pennsylvania,9.1,0.7759
42097,Northumberland County,Pennsylvania,9.1,0.2544
47147,Robertson County,Tennessee,9.1,0.6227
48423,Smith County,Texas,9.1,0.9096
51069,Frederick County,Virginia,9.1,0.6367
51081,Greensville County,Virginia,9.1,0.5626
51175,Southampton County,Virginia,9.1,0.3884
53041,Lewis County,Washington,9.1,0.6657
53049,Pacific County,Washington,9.1,0.7396
54029,Hancock County,West Virginia,9.1,0.1859
54067,Nicholas County,West Virginia,9.1,0.0105
55027,Dodge County,Wisconsin,9.1,0.3706
56021,Laramie County,Wyoming,9.1,0.5629
02195,Petersburg Borough,Alaska,9.2,0.7657
05135,Sharp County,Arkansas,9.2,0.1057
12069,Lake County,Florida,9.2,0.7622
13029,Bryan County,Georgia,9.2,0.6603
13277,Tift County,Georgia,9.2,0.7459
18019,Clark County,Indiana,9.2,0.5202
20053,Ellsworth County,Kansas,9.2,0.3996
20117,Marshall County,Kansas,9.2,0.1111
21013,Bell County,Kentucky,9.2,0.1261
26027,Cass County,Michigan,9.2,0.3184
26069,Iosco County,Michigan,9.2,0.135
27095,Mille Lacs County,Minnesota,9.2,0.2404
29023,Butler County,Missouri,9.2,0.2041
29055,Crawford County,Missouri,9.2,0.1741
30023,Deer Lodge County,Montana,9.2,0.1369
31001,Adams County,Nebraska,9.2,0.6285
36023,Cortland County,New York,9.2,0.2601
36067,Onondaga County,New York,9.2,0.7128
36107,Tioga County,New York,9.2,0.1414
37049,Craven County,North Carolina,9.2,0.8217
